Title,Beds,Bath,Area,Address,Type,Price(BDT)
Live In This 1200 Sq Ft Feet Apartment Ready For Sale In Mirpur-1,3,3,1200 sqft,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,4400000
"1250 Sq Ft Flat With Suitable Rooms Is Ready To Sale In Badda, Nurer Chala",3,3,1250 sqft,"Nurer Chala, Badda, Dhaka",Apartment,3800000
"Looking For A Nice Flat To Sale In South Baridhara Residential Area, Check This One Which Is 750 Sq Ft",2,2,750 sqft,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",Apartment,1600000
Don’T Waste Your Valuable Time! You Can Take This 700 Sq Ft Apartment For Sale In Shah Ali Bag,2,2,700 sqft,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,2000000
Check This 800 Sq. Ft Flat For Sale Which Is In Uttara,2,2,800 sqft,"Sector 14, Uttara, Dhaka",Apartment,2700000
Tastefully Designed This 1050 Sq Ft Flat Is Now Vacant For Sale In North Adabor,3,2,1050 sqft,"North Adabor, Adabor, Dhaka",Apartment,5500000
Let Us Show You This 2200 Sq Ft Apartment For Sale In Uttara-7,4,2,2200 sqft,"Sector 7, Uttara, Dhaka",Apartment,5500000
At Ibrahimpur 900 Sq Ft Nice Flat Up For Sale Near Jhilpar Lake.,3,2,900 sqft,"Ibrahimpur, Dhaka",Apartment,3100000
"Apartment Is Up For Sale In Double Mooring, Near Flower Flow School & College.",3,2,980 sqft,"Chotopole, South Agrabad, Double Mooring, Chattogram",Apartment,1600000
Apartment For Sale In Uttara Nearby Uttara Thana,3,3,1200 sqft,"Sector 13, Uttara, Dhaka",Apartment,4100000
950 Sq Ft Flat Is Now To Sale In Uttar Badda,3,2,950 sqft,"Uttar Badda, Badda, Dhaka",Apartment,1900000
2200 Sq Ft Apartment With A Great Floor Planning Is Up For Sale In Banani,3,3,2200 sqft,"Banani, Dhaka",Apartment,7000000
"In The Suitable Location Of Chinu Mia, An Eye-Catching Flat Of 720 Sq Ft Is Up For Sale",2,2,720 sqft,"aziz Moholla, Mohammadpur, Dhaka",Apartment,2900000
Sale This 900 Sq Ft Ready Flat In Uttara-13,2,2,900 sqft,"Sector 13, Uttara, Dhaka",Apartment,2000000
View This 900 Sq Ft Ready Flat For Sale In Uttara-13,2,2,900 sqft,"Sector 13, Uttara, Dhaka",Apartment,3200000
This 1654 Sq. Ft Flat Which Is Available In Rajuk Uttara Apartment Project For Sale Will Ensure Your Higher Quality Of Living,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7700000
A Very Well-Fitted Home Is Here Sited At Rajuk Uttara Apartment Project Featuring 1654 Sq Ft Space For Sale,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7300000
"Visit This 1654 Sq Ft Ready Flat For Sale In Uttara-18, Rajuk Uttara Apartment Project",3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7900000
"Enjoy Living In This 1654 Sq Ft Flat With Modern Facilities, Up For Sale In Uttara-18",3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7400000
Build Your Perfect Life In This 1654 Sq Ft Flat For Sale In Uttara-18,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7300000
Grab This Modern And Classy 1654 Sq Ft Flat For Sale In Uttara-18,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7000000
We Are Recommending To You This Modern And Reasonable 1654 Sq Ft Flat For Sale In Uttara-18,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7300000
1654 Sq Ft Flat With Secured Residential Affairs Is Up For Sale In Uttara-18,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7600000
You Will Enjoy To The Fullest Living In This 1654 Sq Ft Flat For Sale In Uttara-18,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7700000
"Great News! In The Suitable Location Of Uttara 18, An Eye-Catching Flat Of 1654 Sq Ft Is Up For Sale",3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,8300000
Embrace This 800 Square Feet Apartment Ready For Sale In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2900000
700 Square Feet Best Quality Apartment Is Ready For Sale In Uttar Khan,2,2,700 sqft,"Uttar Khan, Dhaka",Apartment,3400000
"At Uttar Khan - Shah Kabir Mazar Road, A 800 Sq Ft Well Fitted Residential Property Is On Sale .",2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2800000
We Are Presenting To You This 700 Sq Ft Cozy Flat For Sale Purpose In Uttar Khan Close To Baitun Ebadhat Jama Mosjid,2,2,700 sqft,"Uttar Khan, Dhaka",Apartment,2800000
Uncover Your Place In A 700 Sq Ft Structurally Well Built House For Sale In Uttar Khan,2,2,700 sqft,"Uttar Khan, Dhaka",Apartment,2700000
A Reasonable Apartment Of 800 Sq Ft Is Waiting To Be Saleed In Uttar Khan Next To Baitun Ebadhat Jama Mosjid .,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,1700000
"A Fascinating Flat Of 1100 Sq Ft Is Up For Sale In Dakshin Khan, Faydabad",3,2,1100 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,6800000
"Find Your Peace In This 1100 Sq Ft Apartment For Sale In Dakshin Khan, Faydabad",3,2,1100 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,8400000
"1100 Sq Ft Apartment With 3 Bedrooms Is Up For Sale In Faydabad, Gono Koborsthan",3,2,1100 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,6700000
Discover Your Place In A 1000 Sq Ft Structurally Well Built Flat For Sale In Uttar Khan,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,7600000
Don’T Waste You Valuable Time! You Can Take This 1100 Sq Ft Flat For Sale In Faydabad,3,2,1100 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,4600000
Let Us Help You To Sale This 800 Sq Ft Flat Which Is Now Available In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2600000
Spot Your Place In A 1100 Sq Ft Structurally Well Built Apartment For Sale In Faydabad,3,2,1100 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,8700000
Find Your Place In A 1100 Sq Ft Structurally Well Built Home For Sale In Faydabad,3,2,1100 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,7400000
"800 Square Feet Apartment With 2 Cozy Bedrooms Is Ready For Sale In Uttar Khan, Union High School Road",2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3200000
We Are Assisting You To Sale This 1000 Square Feet Apartment In Uttar Khan,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,7700000
"Dwell In This 1100 Sq Ft Apartment For Sale In Dakshin Khan, Faydabad",3,2,1100 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,3900000
"Sale This 1100 Sq Ft Apartment With 2 Balconies In Dakshin Khan, Faydabad",3,2,1100 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,4600000
"A Standard Flat Of 1100 Sq Ft Is Ready For Sale In Dakshin Khan, Faydabad",3,2,1100 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,6800000
View This 1100 Sq Ft Apartment With 3 Bedrooms For Sale In Dakshin Khan,3,2,1100 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,4800000
Live Comfortably In This 1100 Sq Ft Apartment For Sale In Faydabad,3,2,1100 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,6900000
"Reside At Ease And Comfort In This 1100 Sq Ft Apartment For Sale In Dakshin Khan, Faydabad",3,2,1100 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,4800000
Do Not Wait To Sale This 1000 Square Feet Apartment In Uttar Khan,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,3800000
A 800 Sq Ft Flat For Sale With Convenient Bedrooms That Is Available In Uttar Khan Near To Union High School .,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3600000
Evaluate The Atmosphere Of This 1000 Square Feet Apartment Ready For Sale In Uttar Khan,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,8800000
Shift In This 1000 Square Feet Apartment Ready For Sale In Uttar Khan,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,6600000
Obtain This 1000 Sq Ft Saleal Property At Uttar Khan Beside To Union High School With A Very Affordable Price,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,6800000
"Make This 1000 Sq Feet -3 Bedroom Decent Flat Yours, By Sale It In Uttar Khan Close To Union High School .",3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,8200000
Let Us Give You A Good Home! A 1000 Sq Ft Flat For Sale In Uttar Khan Next To Union High School,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,3900000
1000 Square Feet Apartment Is Ready For Sale In Uttar Khan,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,5700000
1000 Square Feet Apartment With 3 Bedrooms Is Ready For Sale In Uttar Khan,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,6500000
Live At Ease In This 1000 Square Feet Apartment Ready For Sale In Uttar Khan,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,7800000
Sale This Amazing 1000 Square Feet Apartment In Uttar Khan,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,7300000
1000 Square Feet Apartment With Nice Rooms Is Ready For Sale In Uttar Khan,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,6200000
A Ready 1000 Sq. Ft -3 Bedroom Apartment For Sale In Uttar Khan Near By Union High School .,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,4500000
"Start Your New Home, In This Reasonable And Comfortable Flat Which Is Up For Sale In Uttar Khan, Nearby Union High School .",3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,6500000
Designate Your Destination At 1000 Sq Ft Home Which Is Available For Sale In Uttar Khan,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,4900000
Contact Us To Sale This 800 Sq Ft Flat Which Is Now Available In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2200000
A 800 Square Feet Flat Is Ready To Grow Your Home Experience In Uttar Khan .,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2000000
We Are Pleased To Offer This Moderate 800 Sq Ft Apartment In Uttar Khan Very Next To Union High School,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2800000
In The Beautiful Neighborhood Of Uttar Khan Next To Uttarkhan Adarsha Para Jame Masjid A 800 Square Feet Flat Is Up For Sale,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,1600000
Your Desired 2 Bedroom Home In Uttar Khan Close To Uttarkhan Adarsha Para Jame Masjid Is Now Vacant For Sale,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3700000
This 800 Sq. Ft Home In Uttar Khan Near Uttarkhan Adarsha Para Jame Masjid Is Up For Sale In A Wonderful Neighborhood,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2000000
Check This 2 Bedroom Flat In Uttar Khan For Sale Which Is Ready To Move In,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2900000
"800 Sq Ft Cozy Flat For Sale In Uttar Khan Near To Uttarkhan Adarsha Para Jame Masjid, With Impressive Features And Price.",2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2000000
Define Your Home Taste By Sale This Residence Of 800 Sq Ft Close To Uttarkhan Adarsha Para Jame Masjid .,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3600000
Attain Your Desire Of Sale This Decent 800 Sq Ft Flat In Uttar Khan .,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2600000
This Flat In Uttar Khan Near Uttarkhan Adarsha Para Jame Masjid Is Up For Sale With A Convenient Price .,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,1600000
Don’T Waste You Valuable Time! You Can Take This 1000 Sq Ft Flat For Sale In Uttar Khan,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,6600000
Are You In Hurry? No Worries! You Can Take This 1000 Sq Ft Flat For Sale In Uttar Khan,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,3700000
Use Your Time Perfectly To Take Take This 1000 Sq Ft Flat For Sale In Uttar Khan,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,5200000
Good News! This 1000 Sq Ft Flat For Sale In Uttar Khan Which Can Be Your Next Destination,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,8000000
A Reasonable 800 Sq. Ft And 2 Bedroom Flat Is Available For Sale In Uttar Khan Near To Union High School .,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3300000
To Get A Trouble Free Life You Can Take Sale This 1000 Sq Ft Home In Uttar Khan,3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,3600000
"800 Sq Ft Refreshing Apartment For Sale In Uttar Khan, Union High School Road",2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2500000
"700 Sq Ft Apartment With Special Features For Sale In Uttar Khan, Adarsha Para",2,2,700 sqft,"Adarsha Para, Uttar Khan, Dhaka",Apartment,3600000
"700 Sq Ft Apartment For Sale In Uttar Khan, Adarsha Para, Mazar Road",2,2,700 sqft,"Adarsha Para, Uttar Khan, Dhaka",Apartment,3600000
"Enter This 700 Sq Ft Apartment For Sale In Uttar Khan, Adarsha Para",2,2,700 sqft,"Adarsha Para, Uttar Khan, Dhaka",Apartment,2800000
This 720 Sq Feet Flat Assures To Provide You With Better Homely Affairs At Shyamoli Near To Shyamoly Cricket Academy .,2,2,720 sqft,"Shyamoli, Dhaka",Apartment,2100000
Celebrate Life Each Day In Your New Apartment Of 650 Sq Ft At Manikdi - Nomboritek With Your Beloved Family.,2,2,980 sqft,"North Manikdi, Manikdi, Cantonment, Dhaka",Apartment,3500000
"A Nicely Build 650 Sq Ft And 2 Bedroom Apartment Is Vacant For Sale In Nomboritek, Manikdi .",2,2,980 sqft,"North Manikdi, Manikdi, Cantonment, Dhaka",Apartment,3800000
Define Your Home Taste By Sale This Residence Of 800 Sq Ft At Uttar Khan Near To Union High School .,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3500000
"An Adequate And Cozy Flat Is Ready For Sale At Uttar Khan, Near By Union High School.",2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3000000
"A Ready, Well Decorated 800 Sq Ft Flat Is Up For Sale Purpose In Uttar Khan Close To Union High School .",2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3700000
An Apartment For Sale Is All Set For You To Settle In Uttar Khan Close To Union High School .,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2300000
Acquire This 800 Sq Ft With 2 Bedrooms Flat Which Is Up For Sale In Uttar Khan Next To Union High School .,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2800000
A 800 Sq Ft Flat For Sale With Convenient Bedrooms That Is Available In Uttar Khan Near To Union High School .,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,1800000
"Be Sure About Sale This Wonderful 700 Sq Ft Flat In Dakshin Khan, Kazibari",2,2,700 sqft,"Kazibari, Dakshin Khan, Dhaka",Apartment,3600000
1000 Sq Ft Apartment Is Ready For Sale In Mirpur-12,3,3,1000 sqft,"Block B, Section 12, Mirpur, Dhaka",Apartment,8800000
To Get A Trouble Free Life You Can Take Sale This 1000 Sq Ft Home In Gawair,3,2,1000 sqft,"Gawair, Dakshin Khan, Dhaka",Apartment,7600000
Contact Us To Get 800 Sq Ft Flat Which Is Now Available In Uttar Khan For Sale,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3300000
We Are Offering To You This 800 Sq Ft Lovely Flat For Sale Purposes In Uttar Khan Next To Union High School .,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3400000
To Settle Comfortably You Can Take This 800 Sq Ft Flat For Sale In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3800000
Good News! We Are Offering To You This 800 Sq Ft Lovely Flat For Sale Purposes In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3300000
Are You In Hurry? No Worries! You Can Take This 800 Sq Ft Flat For Sale In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,1600000
Spot Your Place In A 800 Sq Ft Structurally Well Built Apartment For Sale In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2900000
To Get A Trouble Free Life You Can Take This 800 Sq Ft Home In Uttar Khan Which Now For Sale,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2800000
Uncover Your Place In A 800 Sq Ft Structurally Well Built House For Sale In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2000000
"In The Suitable Location Of Uttar Khan, An Eye-Catching Flat Of 800 Sq Ft Is Up For Sale",2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,1900000
Let Us Welcome You To Sale This 1100 Sq Ft Apartment In Mirpur-12,3,2,1100 sqft,"Block A, Section 12, Mirpur, Dhaka",Apartment,4400000
"Be The Tenant Of This 600 Sq Ft Flat Up For Sale In Mirpur, Ahmed Nagar",2,2,980 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,3200000
Uttar Khan Is Offering You A Flat Of 800 Sq Ft For Sale,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2000000
Pass Each Day Pleasantly In This 800 Sq Ft Flat For Sale In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2400000
Make The Appropriate Choice Of Sale This 800 Square Feet Apartment In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2000000
"Indulge Into An Appropriate Living, Sale This 800 Square Feet Apartment In Uttar Khan",2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2000000
"800 Square Feet Apartment Is Ready For Sale In Uttar Khan, Union High School Road",2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,1700000
"Grab This Nice 800 Sq Ft Saleal Home In Uttar Khan, To Fulfill Your Demand",2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2600000
Contact Us To Sale This 800 Sq Ft Flat Which Is Now Available In Mazar Para,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2600000
Fill-Up Your Residential Necessities In This Home Of 800 Sq Ft For Sale In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2300000
"Experience The Modern Home Facilities In This Home Of 1000 Sq Ft For Sale In Uttar Khan, Mazar Para",3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,7200000
"Settle With Your Loved Ones In This Home Of 1000 Sq Ft For Sale In Uttar Khan, Mazar Para",3,3,1000 sqft,"Uttar Khan, Dhaka",Apartment,8500000
Explore The Modern Home Features In This Flat Of 800 Sq Ft For Sale In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3200000
800 Square Feet Apartment Is Ready For Sale In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3000000
"Visit This Apartment Of 900 Sq Ft For Sale In Uttar Khan, Mollapara",3,3,900 sqft,"Uttar Khan, Dhaka",Apartment,1700000
Wow! This 1000 Sq Ft Home For Sale In Double Mooring Which Can Be Your Next Destination,2,2,1000 sqft,"25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3700000
Contact Us To Sale This 700 Sq Ft Flat Which Is Now Available In Uttar Khan,2,2,700 sqft,"Adarsha Para, Uttar Khan, Dhaka",Apartment,1900000
Contact Us To Get 700 Sq Ft Flat Which Is Now Available In Uttar Khan For Sale,2,2,700 sqft,"Adarsha Para, Uttar Khan, Dhaka",Apartment,3600000
We Are Offering To You This 800 Sq. Feet Lovely Flat For Sale Purposes In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3500000
Good News! We Are Offering To You This 800 Sq Ft Lovely Flat For Sale Purposes In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3700000
To Settle Comfortably You Can Take This 800 Sq Ft Flat For Sale In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2700000
Don’T Waste You Valuable Time! You Can Take This 800 Sq Ft Flat For Sale In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2900000
Spot Your Place In A 800 Sq Ft Structurally Well Built Apartment For Sale In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3300000
A Very Well-Fitted Home Is Here Sited At Faydabad Featuring 1200 Square Ft Space For,3,2,1200 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,6900000
In The Location Of Faydabad An Adequate House Is For Sale Near By Faidabad Ideal School,3,2,1200 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,7300000
Next To Faidabad Ideal School This Ready And Comfortable Apartment Is Up For Sale At Faydabad .,3,2,1200 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,6400000
A Nicely Build 1200 Sq Ft And 3 Bedroom Apartment Is Vacant For Sale In Sugandha Residential Area .,3,2,1200 sqft,"Block A, Sugandha Residential Area, Panchlaish, Chattogram",Apartment,5500000
"Ready For Move In! Check This 1200 Sq. Ft Home Which Is Up For Sale In Goaltek Prodhan Sharok, Faydabad .",3,2,1200 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,7100000
Get Comfortable In A 1200 Sq Ft Flat For Sale In Madhya Ajampur,3,2,1200 sqft,"Dakshin Khan, Dhaka",Apartment,8800000
Get Comfortable In A 1200 Sq Ft Flat For Sale In Faydabad,3,2,1200 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,7000000
"Comfortable, Convenient And Well-Constructed 1200 Sq Ft Flat For Sale In Faydabad",3,2,1200 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,7800000
Well-Developed 1200 Sq Ft Residence Up For Sale In Faydabad,3,2,1200 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,6800000
Well-Built And Properly Designed Residential Apartment Of 1200 Sq Ft In Faydabad For Sale,3,2,1200 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,8000000
A Great 1200 Sq Ft Residence For Sale Purposes Is Available In Faydabad,3,2,1200 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,4000000
"Ease Up Your Days Relaxing In This 600 Sq Ft Flat For Sale In Paikpara, Mirpur",2,2,980 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,3800000
1200 Sq Ft Apartment For Sale In Dakshin Khan » Faydabad,3,2,1200 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,4800000
"1200 Sq Ft Apartment With 3 Bedrooms For Sale In Dakshin Khan, Faydabad",3,2,1200 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,4500000
Checkout This 1200 Sq Ft Apartment For Sale In Dakshin Khan » Faydabad,3,2,1200 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,6300000
Grab This 1200 Sq Ft Apartment For Sale In The Great Area Of Faydabad,3,2,1200 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,9000000
1400 Sq Ft Apartment With 3 Bedrooms Is Ready For Sale In Mirpur-12,3,3,1400 sqft,"Block B, Section 12, Mirpur, Dhaka",Apartment,4000000
"If You Want To Prioritize Your Comfy Lifestyle, Then This 850 Sq Ft Flat For Sale Is The Perfect Fit For You",2,2,850 sqft,"Paikpara, Mirpur, Dhaka",Apartment,3400000
Well-Developed 500 Sq Ft Residence Up For Sale In Cantonment,2,2,980 sqft,"Manikdi, Cantonment, Dhaka",Apartment,1900000
A Well-Defined Residential Apartment Of 1200 Sq Ft Is Available For Sale In Vatara,3,3,1200 sqft,"Vatara, Badda, Dhaka",Apartment,5400000
Well-Built And Properly Designed Residential Apartment Of 1200 Sq Ft In Vatara For Sale,3,3,1200 sqft,"Vatara, Badda, Dhaka",Apartment,6900000
"1200 Sq Ft Flat To Sale In Badda, Vatara",3,3,1200 sqft,"Vatara, Badda, Dhaka",Apartment,7600000
"Sale This 1200 Sq Ft Flat In Badda, Vatara",3,3,1200 sqft,"Vatara, Badda, Dhaka",Apartment,4800000
1260 Sq Ft Flat With 3 Bedrooms Is Up For Sale At 12 No Sarai Para Ward,3,3,1260 sqft,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,8700000
"1260 Sq Ft Flat For Sale At Double Mooring, 12 No. Sarai Para Ward",3,3,1260 sqft,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,8100000
"A Nice 1380 Sq. Ft House Is Available For Sale At Paikpara Next To Bashir Uddin Ideal School & College, With An Affordable Deal.",3,3,1380 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,7200000
"Start A New Home, In This 900 Sq Ft Apartment For Sale In Uttara 13",2,2,900 sqft,"Sector 13, Uttara, Dhaka",Apartment,3700000
"Reside At Ease, In This 1800 Sq Ft Flat For Sale In Uttara 13",4,2,1800 sqft,"Sector 13, Uttara, Dhaka",Apartment,7500000
"Go By Your Independent Lifestyle In This 1000 Sq Ft Flat For Sale In Mirpur, Ahmed Nagar",3,2,1000 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,7700000
Create Your Home In A 900 Sq Ft Apartment For Sale In Uttara,2,2,900 sqft,"Sector 13, Uttara, Dhaka",Apartment,2700000
"Operate Your Healthy Lifestyle In This 1000 Sq Ft Flat For Sale In Mirpur, Ahmed Nagar",3,2,1000 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,5700000
"Sale This 500 Sq Ft Residential Flat With Necessary Home Features In Mirpur, Ahmed Nagar",2,2,980 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,2600000
"750 Sq Ft Well-Planned Residential Flat For Sale In Joar Sahara, Lichu Bagan Road",2,2,750 sqft,"Joar Sahara, Dhaka",Apartment,2000000
An Apartment For Sale Is All Set For You To Settle In Mirpur 1 Close To Shah Ali Bag Jame Masjid,2,2,820 sqft,"Section 1, Mirpur, Dhaka",Apartment,2400000
Perfectly Planned 2 Bedroom Flat Is Up For Sale In Bandartila,2,2,850 sqft,"38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,2600000
Convert Your Dull Days Into Exciting By Living In This 700 Square Feet Apartment For Sale,2,2,700 sqft,"Kallyanpur, Mirpur, Dhaka",Apartment,3200000
"In The Convenient Location Of Middle Goshail Danga, A Lovely Flat Of 900 Sq Ft Is Up For Sale",2,2,900 sqft,"Bandar, 36 Goshail Danga Ward, Chattogram",Apartment,2700000
"2 Bedroom Adequate Living Flat Is Up For Sale In Shinepukur, Mirpur-1 With Satisfactory Price",2,2,980 sqft,"Section 1, Mirpur, Dhaka",Apartment,2500000
"Be The Awaited Occupant Of 1654 Sq Ft Residential Flat Waiting To Get Saleed At Uttara, Sector 18",3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,8600000
"This Convenient 1654 Sq Ft Apartment For Residential Purpose Is Waiting To Get Saleed At Uttara, Block A",3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,8100000
"This Convenient 1654 Sq Ft Apartment For Residential Purpose Is Waiting To Get Saleed At Block A, Uttara",3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,8000000
