Title,Beds,Bath,Area,Address,Type,Price(BDT)
1010 Sq Ft Well-Structured Flat Is Ready For Sale In 37 No. North-Middle Halishahar Ward,2,2,1010 sqft,"Munir Nagar, 37 No. North-Middle Halishahar Ward, Halishahar, Chattogram",Apartment,6600000
"Start Your Days In This Apartment Of 1010 Sq Ft For Sale, Located In 37 No. North-Middle Halishahar Ward",2,2,1010 sqft,"Munir Nagar, 37 No. North-Middle Halishahar Ward, Halishahar, Chattogram",Apartment,4400000
"For Saleal Purpose 1124 Sq Ft Commendable Designed Apartment Is Available In Eshan Mistry Hat, Bandartila",3,3,1124 sqft,"Eshan Mistry Hat, Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,6900000
"Well Facilitated 2160 Sq Ft Residence Is Ready For Sale In Uttara, Sector 4 Near International Hope School Bangladesh",3,3,2160 sqft,"Road No 12, Sector 4, Uttara, Dhaka",Apartment,5000000
"Grab This 3 Bedroom Residential Flat For Sale At Uttara, Sector 4",3,3,2160 sqft,"Road No 12, Sector 4, Uttara, Dhaka",Apartment,5000000
"720 Sq Ft Apartment Is Available For Sale At Bizlymoholla Road, Mohammadpur",2,2,720 sqft,"Mohammadpur, Dhaka",Apartment,3700000
"Comfortability All Around In This 1300 Sq. Ft Flat Which Is Up For Sale At Sayednagar ,Block B.",3,3,1300 sqft,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",Apartment,7800000
"Lovely 720 Sq Ft Home Is Available For Sale In Madrasha Road, Mohammadpur",2,2,720 sqft,"Mohammadpur, Dhaka",Apartment,2300000
"This Area Of Badda, Is Ready To Provide You A Modern Home Of 1200 Sq Ft For Sale",3,3,1200 sqft,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",Apartment,4700000
Offering You 800 Sq Ft Well-Constructed Flat To Sale In Adabor,2,2,800 sqft,"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,1700000
"At Uttara -5, A Reasonable 1000 Sq Ft Residential Flat Is Up For Sale",3,2,1000 sqft,"Sector 5, Uttara, Dhaka",Apartment,8000000
Ready Flat 850 Sq Ft Is Now To Sale In 11 No. South Kattali Ward,2,2,850 sqft,"Pahartali, 11 No. South Kattali Ward, Chattogram",Apartment,1800000
A Proper 700 Sq Ft Residence Is Prepared To Be Saleed At Patenga,2,2,700 sqft,"West Hossain Ahmed Para, Hossain Ahmed Para, 40 No. North Patenga Ward, Patenga, Chattogram",Apartment,2000000
A Budget Friendly 1400 Sq Ft Residential Flat Is Ready For Sale At Uttara,3,3,1400 sqft,"Sector 10, Uttara, Dhaka",Apartment,7200000
Available Residential Apartment Near By Nurerchela Bazar Is Up For Sale.,2,2,700 sqft,"Nurer Chala, Badda, Dhaka",Apartment,3800000
1520 Sq Ft Apartment Is Up For Sale At Your Convenient Location Of East Monipur,3,3,1520 sqft,"East Monipur, Mirpur, Dhaka",Apartment,8700000
"This 1100 Sq. Ft Flat Which Is Available In Green View Residential Area, For Sale Will Ensure Your Higher Quality Of Living",3,3,1100 sqft,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",Apartment,8200000
"Affordable And Wonderful 800 Sq Ft Flat Is Up For Sale In Nabab Siraj Ud Daula Road, Bakalia",2,2,800 sqft,"Bakalia, Chattogram",Apartment,2400000
1450 Sq Ft Perfect Apartment For A Calm Living Is Ready To Be Saleed In Bashundhara,3,3,1450 sqft,"Block H, Bashundhara R-A, Dhaka",Apartment,7400000
"Your Desired 2 Bedroom Apartment In Polytechnic Road, Bayazid Is Now Available For Sale",2,2,700 sqft,"Bayazid, Chattogram",Apartment,1600000
A Well Sized 1400 Sq Ft Strongly Constructed Home Is Available For Sale At Double Mooring,3,3,1400 sqft,"Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3800000
"Visit This 900 Sq Ft Apartment For Sale Is All Set For You In 25 No. Rampur Ward, Double Mooring",2,2,900 sqft,"Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3800000
"Positioned At Bayazid, 1100 Sq Ft Residential Apartment Is Quite Accessible For Owning",3,3,1100 sqft,"Block C, Hill View R/A, Bayazid, Chattogram",Apartment,4300000
Be The Resident Of This 1200 Sq Ft Flat Vacant For Sale At Bayazid,3,3,1200 sqft,"Block C, Hill View R/A, Bayazid, Chattogram",Apartment,7100000
"Offering You 1654 Sq Ft Decent Home For Sale In Rajuk Uttara Apartment Project, Uttara.",3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,8200000
Remarkable 800 Sq Ft Apartment Is Vacant For Sale In Faydabad.,2,2,800 sqft,"Faidabad Garden City, Faydabad, Dakshin Khan, Dhaka",Apartment,2400000
"Your Desired Large 3 Bedroom Home In Polytechnic Road, Bayazid Is Now Vacant For Sale",3,2,1100 sqft,"Bayazid, Chattogram",Apartment,5100000
Be The Occupant Of This 1150 Sq Ft Residential Home Vacant For Sale At 25 No. Rampur Ward,3,3,1150 sqft,"Bashundhara Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,7800000
Be The Occupant Of This 1150 Sq Ft Residential Home Vacant For Sale At Rampur Ward,3,3,1150 sqft,"Bashundhara Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,4900000
This Ready And Comfortable 2 Bedroom Apartment Is Up For Sale At Chakroshow Kanon Residential Area .,2,2,800 sqft,"Chakroshow Kanon Residential Area, Bayazid, Chattogram",Apartment,3200000
Apartment Of 1150 Sq. Ft For Sale In Chotopole Close To Chotopole Masjid.,3,2,1150 sqft,"Chotopole, South Agrabad, Double Mooring, Chattogram",Apartment,7800000
"Perfect For A Family Home, This Apartment Of 1400 Sq Ft Is Up For Sale In North Agrabad",3,3,1400 sqft,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,4900000
"Built With Modern Amenities, This 3 Bedroom Large Flat For Sale In The Location Of Shah Ali Bag.",3,3,1150 sqft,"Section 1, Mirpur, Dhaka",Apartment,4400000
Covering 2000 Sq Ft Space A Nice Flat Is Ready To Sale In Baridhara Dohs,4,2,2000 sqft,"Baridhara DOHS, Dhaka",Apartment,7000000
Properly Defined Living Space Of 1065 Sq Ft Is Now Up For Sale In East Rampur,3,2,1065 sqft,"East Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,4600000
Get Ready To Sale This Ideally Maintained 1200 Sq Ft Apartment Located In East Rampur,3,2,1200 sqft,"Eidgah, East Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,6800000
Offering You A Nice Flat For Sale In Middle Paikpara Near Paikpara Central Jame Masjid,2,2,950 sqft,"Mirpur, Dhaka",Apartment,2300000
"Get This 1430 Sq Ft Wonderful Flat In Uttara Sec- 13, Is Available For Sale",3,3,1430 sqft,"Sector 13, Uttara, Dhaka",Apartment,4700000
"At Dolipara , 700 Sq Ft Beautiful Flat Is Now Up For Sale",2,2,700 sqft,"Block B, Dolipara, Uttara, Dhaka",Apartment,3000000
A Convenient 900 Sq Ft Residential Home Is Prepared To Be Saleed At Halishahar,2,2,900 sqft,"Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3500000
In Senpara Parbata This Apartment Is Up For Sale Which Is 1300 Sq Ft,3,3,1300 sqft,"Section 10, Mirpur, Dhaka",Apartment,5700000
Check This 800 Sq. Ft Apartment Which Is Up To Sale At Muhuri Para Residential Area,2,2,800 sqft,"Muhuri Para Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3200000
Move In And Inhabit This Properly Constructed 1440 Sq Ft Flat For Sale In Gulbag R/A,3,3,1440 sqft,"Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,4900000
Worthy 800 Sq Ft Nice Residential Apartment Is Ready To Sale At Uttara 13,2,2,800 sqft,"Sector 13, Uttara, Dhaka",Apartment,2300000
"Properly Constructed Apartment For Sale In Sector 18, Uttara",3,3,1675 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7400000
550 Sq Ft Reasonably Priced Residential Flat Is Track Down In Dakshin Khan For Sale.,2,2,980 sqft,"South Azampur, Dakshin Khan, Dhaka",Apartment,3400000
Affordable And Nice Flat Is Up For Sale In Uttara Which Is 800 Sq Ft,2,2,800 sqft,"Block D, Dolipara, Uttara, Dhaka",Apartment,2500000
Decent-Sized Apartment Of 2 Bedroom Is Up For Sale In Madhya Ajampur.,2,2,750 sqft,"Madhya Ajampur, Dakshin Khan, Dhaka",Apartment,1900000
A 800 Sq Ft Ready Flat Is Vacant For Sale At Faidabad Garden City,2,2,800 sqft,"Faidabad Garden City, Faydabad, Dakshin Khan, Dhaka",Apartment,1600000
"Now You Can Afford To Dwell Well, Check This 1654 Sq. Ft Apartment Which Is Vacant For Sale In Rajuk Uttara Apartment Project.",3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,9000000
This 1654 Sq. Ft Home In Rajuk Uttara Apartment Project Is Up For Sale In A Wonderful Neighborhood,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,8300000
"Your Desirable Cozy Residential Property Is Up For Sale In Uttara 13, Road No 10.",2,2,1000 sqft,"Sector 13, Uttara, Dhaka",Apartment,6000000
Rarely Available This Apartment Is Up For Sale At Uttara 13.,2,2,900 sqft,"Sector 13, Uttara, Dhaka",Apartment,3200000
"Admirable Apartment Is Up For Sale At Mirpur, Section 12.",3,3,1350 sqft,"Block A, Section 12, Mirpur, Dhaka",Apartment,4900000
"With A Reasonable Price, See This Apartment Available For Sale In Mirpur 12.",3,3,1350 sqft,"Block A, Section 12, Mirpur, Dhaka",Apartment,8000000
Convenient Residential Apartment Is Ready For Sale In South Azampur.,2,2,980 sqft,"South Azampur, Dakshin Khan, Dhaka",Apartment,1700000
This Reasonable 800 Sq Ft Residential Home Is Ready For Sale At West Shewrapara,2,2,800 sqft,"Mirpur, Dhaka",Apartment,1800000
3 Bedroom Budget Friendly Flat Is Up For Sale In Agargaon Near Asia Bazar Super Shop,3,2,1000 sqft,"West Agargaon, Agargaon, Dhaka",Apartment,4000000
3300 Sq. Ft Apartment Is Ready For Sale In Baridhara Dutabash Road.,4,2,3300 sqft,"Baridhara, Dhaka",Apartment,30000000
600 Sq Ft Apartment For Sale In Madhya Ajampur Near Muslim Para Jame Mosjid,2,2,980 sqft,"Madhya Ajampur, Dakshin Khan, Dhaka",Apartment,3800000
Ready Flat 1300 Sq Ft Is Now To Sale In Mirpur,3,3,1300 sqft,"Block A, Section 12, Mirpur, Dhaka",Apartment,8700000
"In The Location Of Niribili Residential Area, 2 Bedroom Apartment Is Up To Sale Near Mollapara Jame Masjid.",2,2,750 sqft,"Mollapara, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,1900000
760 Sq Ft Flat For Sale At Niribili Residential Area,2,2,760 sqft,"Mollapara, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,1700000
1645 Square Feet Large Ready Flat For Sale In Uttara Very Near To Ruap Masjid,3,3,1645 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7000000
"Ready Flat Of 1645 Sq Ft Is Now Ready To Sale In Uttara, Block A",3,3,1645 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7500000
"Ready Flat 1645 Sq Ft Is Now To Sale In Uttara, Road No 2",3,3,1645 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7700000
For Sale Covering An Area Of 1654 Sq Ft Flat In Rajuk Uttara Apartment Project,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7100000
"Comfortable And Well Designed Flat In Ashkona For Sale, Near Ashkona Bazar Jame Masjid",3,2,1100 sqft,"Ashkona, Dakshin Khan, Dhaka",Apartment,6600000
Offering You Well Constructed 1000 Sq Ft Apartment To Sale In Halishahar,2,2,1000 sqft,"Block A, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,4200000
1390 Sq Ft Spacious Flat Is Available For Sale  In New Eskaton Road,3,3,1390 sqft,"Eskaton, Dhaka",Apartment,5300000
Nice 1010 Sq Ft Apartment Is Available To Sale In 4 No Chandgaon Ward,2,2,1010 sqft,"4 No Chandgaon Ward, Chattogram",Apartment,3800000
950 Sq Ft Apartment Is Now Vacant To Sale In Bayazid,2,2,950 sqft,"Polytechnic, Bayazid, Chattogram",Apartment,3600000
1000 Sq Ft Reasonably Priced Residential Flat Is Ready For Sale In Saraipara For Track Down.,3,2,1000 sqft,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,4000000
"Reside Conveniently In This Well Constructed Apartment For Sale In Chariya Lane, North Agrabad",2,2,800 sqft,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3800000
Take This 3000 Sq Ft Residential Flat Is Vacant For Sale At Gulshan 2 Area Nearby Australian International School.,4,2,3000 sqft,"Gulshan 2, Gulshan, Dhaka",Apartment,30000000
Well Developed And Nicely Planned 1400 Sq Ft Flat Is Up For Sale In Uttara Nearby Uttara Sector 10 Welfare Association.,3,3,1400 sqft,"Sector 10, Uttara, Dhaka",Apartment,7000000
Ready Flat 900 Sq Ft Is Now For Sale In Sector 13 Uttara Nearby Shanto-Mariam University Of Creative Technology,2,2,900 sqft,"Sector 13, Uttara, Dhaka",Apartment,3600000
Plan To Move In This 1200 Sq Ft Flat Which Is For Sale In Uttara Near To Habib Market,3,3,1200 sqft,"Sector 5, Uttara, Dhaka",Apartment,4700000
950 Sq Ft Flat Near Faydabad Jame Masjid For Sale In Faydabad,2,2,950 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,3100000
"Apartment Of 1150 Sq Ft For Sale In Khulshi, Near Jhautola Market",3,3,1150 sqft,"South Khulshi, Khulshi, Chattogram",Apartment,7100000
"1200 Sq Ft Apartment For Sale In Banasree, Near Banasree Ideal School And College",3,2,1200 sqft,"Block D, Banasree, Dhaka",Apartment,6700000
An Apartment For Sale Is Located On Uttara Near To City Bank Limited,3,3,1450 sqft,"Sector 13, Uttara, Dhaka",Apartment,6500000
House For Sale In Double Mooring Near Agrabad Mohila College,2,2,770 sqft,"Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,1700000
7 No. West Sholoshohor Ward Is Giving You A 1224 Sq Ft Flat For Sale,3,3,1224 sqft,"Chasma Hill R/A, 7 No. West Sholoshohor Ward, Chattogram",Apartment,9000000
"An Apartment For Sale  Includes At Eskaton , Near Dhaka Bank Limited.",3,3,1925 sqft,"Eskaton, Dhaka",Apartment,8600000
Apartment For Sale In East Rampur Near Double Mooring Jame Masjid,2,2,770 sqft,"East Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,2100000
Apartment For Sale In Motijheel Nearby Paltan Tower,3,3,1300 sqft,"Naya Paltan, Motijheel, Dhaka",Apartment,5300000
A Beautiful House With Three Bedroom Is For Sale In Rahmanbaug R/A.,3,2,1200 sqft,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,6000000
"Near Double Mooring Jame Masjid, Flat For Sale In Double Mooring",3,2,1200 sqft,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,8400000
Flat For Sale In Mirpur Near M. D. C. Model Institute,3,3,1450 sqft,"Block B, Section 12, Mirpur, Dhaka",Apartment,5200000
Grab This 700 Sq Ft Flat To Sale In Badda,2,2,700 sqft,"Nurer Chala, Badda, Dhaka",Apartment,3500000
"Your Desired 1 Bedroom Home In Sector 13, Uttara Is Now Vacant For Sale",3,2,980 sqft,"Sector 13, Uttara, Dhaka",Apartment,3100000
"This Comfortable And Beautiful Apartment Of 900 Sq Ft In Bashundhara Residential Area, Double Mooring",2,2,900 sqft,"Bashundhara Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3100000
A 1654 Sq Ft Nice Apartment For Sale In Uttara-18,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,8500000
A Vacant Flat Of 900 Sq Ft Is Up For Sale In Uttara-14,2,2,900 sqft,"Sector 14, Uttara, Dhaka",Apartment,1700000
Picture Yourself In This Residential Apartment Of 1500 Sq Ft For Sale In West Kalachandpur,3,3,1500 sqft,"West Kalachandpur, Kalachandpur, Dhaka",Apartment,7700000
Select This 1100 Square Feet Apartment For Sale In Mirpur » Ahmed Nagar,3,3,1100 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,7800000
Use Your Time Perfectly To Take Take This 800 Sq Ft Flat For Sale In Uttar Khan,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2100000
"700 Sq Ft Convenient Apartment For Sale, Uttar Khan, Adarsha Para, Mazar Road",2,2,700 sqft,"Adarsha Para, Uttar Khan, Dhaka",Apartment,2500000
1000 Square Feet Apartment For Sale In The Prominent Location Of Adabor,3,2,1000 sqft,"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,7000000
"Seize The Opportunity To Sale This Wonderful 800 Sq Ft In Polytechnic Road, Bayazid",2,2,800 sqft,"Bayazid, Chattogram",Apartment,1600000
"1100 Sq Ft Apartment With Various Residential Facilities Is For Sale In Dakshin Khan, Faydabad",3,2,1100 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,4200000
Grab This 1400 Square Feet Apartment For Sale In Uttara-6,3,3,1400 sqft,"Sector 6, Uttara, Dhaka",Apartment,6800000
"This Comfy Flat Is Vacant Right Now For Sale In Khulshi, Which Is 2800 Sq Ft",4,2,2800 sqft,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,30000000
"Feel Delighted To Live In This 750 Sq Ft Apartment Available For Sale In Badda, South Baridhara Residential Area",2,2,750 sqft,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",Apartment,1600000
"Get Comfortable In A 1500 Sq Ft Flat For Sale In Bashundhara R-A, Block L",3,3,1500 sqft,"Bashundhara R-A, Dhaka",Apartment,7400000
Well-Built And Properly Designed Residential Apartment Of 1000 Sq Ft In Uttara For Sale,3,2,1000 sqft,"Sector 14, Uttara, Dhaka",Apartment,9000000
A 800 Square Feet Apartment Ready For Sale At Uttar Khan Close To Uttarkhan Adarsha Para Jame Masjid .,2,2,800 sqft,"Uttar Khan, Dhaka",Apartment,1700000
Take A Look At This Amazing 1100 Sq Ft Apartment For Sale In Dakshin Khan,3,2,1100 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,3600000
Wow! This 850 Sq Ft Apartment For Sale In 10 No. North Kattali Ward Which Can Be Your Next Destination,2,2,850 sqft,"10 No. North Kattali Ward, Chattogram",Apartment,2900000
To Settle Comfortably You Can Take This 2200 Sq Ft Home For Sale In Uttara,5,2,2200 sqft,"Sector 3, Uttara, Dhaka",Apartment,6500000
Spot Your Place In A 2200 Sq Ft Structurally Well Built Flat For Sale In Uttara,5,2,2200 sqft,"Sector 3, Uttara, Dhaka",Apartment,6500000
At Double Mooring A 1300 Sq Ft Flat With An Affordable Deal Ready For Its Very First Tenant Neighboring To Halishahar General Hospital,3,3,1300 sqft,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,5900000
Very Well Designed 1675 Sq Ft Residential Flat Is Unoccupied For Sale At Uttara Nearby Uttara University,3,3,1675 sqft,"Sector 4, Uttara, Dhaka",Apartment,8700000
Start Living In This Gorgeous Flat Of 1960 Sq Ft Located At Uttara Unoccupied For Sale That Is Close To Gausul Azam Jame Masjid,4,2,1960 sqft,"Sector 13, Uttara, Dhaka",Apartment,7700000
1540 Sq. Ft. Flat Is Available For Sale In Rabindra Sarani Nearby Exim Bank Limited | Atm Booth,3,3,1540 sqft,"Sector 7, Uttara, Dhaka",Apartment,8900000
Strongly Structured This Apartment Is Now Vacant For Sale In Agargaon,2,2,980 sqft,"Agargaon, Dhaka",Apartment,2400000
For Saleal Purpose 990 Sq Ft Flat Is Now Up To Sale In Sholoshohor Close To Sholoshohor Jame Masjid,2,2,990 sqft,"Jangalpara, 7 No. West Sholoshohor Ward, Chattogram",Apartment,1900000
A Ready 900 Sq. Ft Comfortable Apartment For Sale In Pahartali.,2,2,900 sqft,"Pahartali, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,3400000
This Flat In Pahartali Nearby Oxford International School And College With A Convenient Price Is Up For Sale,3,3,1100 sqft,"12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,8500000
This 1065 Sq. Ft Home Will Ensure Your Good Quality Of Living In 25 No. Rampur Ward,3,2,1065 sqft,"East Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,6300000
"At Shaymoli R/A, Flat For Sale Close To Sholoshohor Jame Masjid",2,2,950 sqft,"7 No. West Sholoshohor Ward, Chattogram",Apartment,2600000
A Nice Residential Flat For Sale In Uttara Nearby Rajuk Uttara Ideal High School.,2,2,800 sqft,"Sector 14, Uttara, Dhaka",Apartment,1600000
View This 750 Sq Ft Flat For Sale At Middle Badda,2,2,750 sqft,"Middle Badda, Badda, Dhaka",Apartment,1600000
Check Out This 1200 Sq Ft Flat For Sale At Sagorika Road,3,3,1200 sqft,"11 No. South Kattali Ward, Chattogram",Apartment,8400000
"With Satisfactory Price, Lovely Apartment Is Ready For Sale In Baridhara.",3,3,2000 sqft,"Baridhara, Dhaka",Apartment,7000000
"An Apartment Of 950 Sq Ft Is Ready For Sale At Uttara, Road No 4",2,2,950 sqft,"Sector 5, Uttara, Dhaka",Apartment,2200000
Well-Constructed 700 Sq Ft Home Is Now Offering To You In Maghbazar For Sale,2,2,700 sqft,"Maghbazar, Dhaka",Apartment,3700000
"1000 Sq Ft Nice Apartment To Sale In 30 No. East Madarbari Ward, Sadarghat Road",2,2,1000 sqft,"30 No. East Madarbari Ward, Chattogram",Apartment,8300000
3 Bedroom Residential Flat Is Up For Sale In East Monipur With Satisfactory Price,3,3,1520 sqft,"East Monipur, Mirpur, Dhaka",Apartment,8000000
Take A Quick Look At This 1600 Sq Ft Flat For Sale In Jalalabad Housing Society- West Khulshi .,3,3,1600 sqft,"Jalalabad Housing Society, West Khulshi, 9 No. North Pahartali Ward, Chattogram",Apartment,7600000
